Type_H,Type_L,Type_M,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
0,1,0,0.3333333333333286,0.5,0.11292200232828875,0.5753424657534247,0.44664031620553357,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.11641443538998841,0.6438356164383561,0.45454545454545453,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.11641443538998841,0.6301369863013699,0.4624505928853755,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.5,0.11874272409778819,0.6164383561643836,0.4743083003952569,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.17694994179278234,0.6027397260273972,0.49407114624505927,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.18684516880093138,0.6301369863013699,0.5059288537549407,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.3928987194412107,0.3013698630136986,0.5138339920948616,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.1455180442374855,0.5890410958904109,0.525691699604743,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.5,0.1495925494761351,0.6849315068493151,0.533596837944664,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.14202561117578583,0.5616438356164384,0.5533596837944663,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.9854481955762514,0.0136986301369863,0.5652173913043478,1,0,0,1,0,0
0,1,0,0.3333333333333286,0.5,0.12514551804423757,0.6986301369863013,0.5731225296442687,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.5,0.19150174621653093,0.547945205479452,0.5810276679841897,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.23108265424912688,0.4383561643835616,0.6007905138339921,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.3044237485448196,0.3698630136986301,0.608695652173913,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.20023282887077998,0.5068493150684932,0.616600790513834,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.17986030267753206,0.5342465753424657,0.6245059288537549,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.20081490104772992,0.5068493150684932,0.6324110671936758,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.28696158323632137,0.3561643835616438,0.6403162055335968,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.12223515715948785,0.6986301369863013,0.6521739130434783,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.130966239813737,0.6712328767123288,0.6600790513833992,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.24679860302677536,0.4794520547945205,0.6679841897233201,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.3847497089639115,0.2602739726027397,0.6798418972332015,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.5,0.37485448195576254,0.3013698630136986,0.6877470355731224,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.20663562281722936,0.4794520547945205,0.6996047430830039,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.13154831199068684,0.5753424657534247,0.7075098814229248,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.29743888242142025,0.3424657534246575,0.7154150197628458,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.17345750873108268,0.5616438356164384,0.7272727272727272,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20896391152502913,0.3972602739726027,0.7470355731225296,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.14086146682188594,0.8493150684931507,0.7549407114624506,1,0,0,1,1,0
0,0,1,0.3333333333333286,0.5,0.440046565774156,0.2602739726027397,0.7628458498023715,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.16530849825378346,0.5753424657534247,0.7747035573122529,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.11699650756693836,0.5616438356164384,0.7826086956521738,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.24679860302677536,0.4383561643835616,0.7905138339920948,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.5,0.25203725261932486,0.3972602739726027,0.7984189723320158,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1228172293364378,0.5890410958904109,0.8063241106719367,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17054714784633296,0.6027397260273972,0.8142292490118577,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1670547147846333,0.5205479452054795,0.8221343873517786,1,1,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.13387660069848661,0.6575342465753424,0.0,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1362048894062864,0.4657534246575343,0.007905138339920948,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.16123399301513397,0.6301369863013699,0.015810276679841896,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1641443538998837,0.6027397260273972,0.035573122529644265,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1658905704307334,0.5068493150684932,0.043478260869565216,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1752037252619325,0.5068493150684932,0.05138339920948616,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14784633294528526,0.6027397260273972,0.05928853754940711,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.370197904540163,0.3150684931506849,0.06719367588932806,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.15599534342258448,0.547945205479452,0.07905138339920947,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.21885913853317818,0.3835616438356164,0.09881422924901186,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.14610011641443543,0.5753424657534247,0.1067193675889328,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1856810244470315,0.49315068493150677,0.11857707509881422,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.340512223515716,0.3013698630136986,0.13043478260869565,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.38533178114086153,0.2876712328767123,0.13833992094861658,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.32537834691501744,0.3287671232876712,0.14624505928853754,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1641443538998837,0.547945205479452,0.15810276679841895,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.26426076833527357,0.3835616438356164,0.1660079051383399,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.10651920838183937,0.6712328767123288,0.17391304347826086,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.23690337601862632,0.4383561643835616,0.18577075098814227,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.33876600698486625,0.3561643835616438,0.1976284584980237,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.21012805587892902,0.3972602739726027,0.20948616600790512,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20663562281722936,0.5616438356164384,0.21739130434782608,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.3981373690337603,0.3013698630136986,0.225296442687747,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.47904540162980214,0.2328767123287671,0.23320158102766797,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22526193247962756,0.5068493150684932,0.24110671936758893,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1589057043073342,0.5068493150684932,0.24901185770750986,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1641443538998837,0.547945205479452,0.2608695652173913,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.24621653084982542,0.3835616438356164,0.26877470355731226,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16123399301513397,0.6164383561643836,0.27667984189723316,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.19150174621653093,0.5890410958904109,0.2845849802371541,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.26367869615832373,0.3972602739726027,0.2964426877470355,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2351571594877765,0.4246575342465753,0.3162055335968379,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.40977881257275917,0.2602739726027397,0.32411067193675885,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.19266589057043082,0.547945205479452,0.3320158102766798,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.19208381839348088,0.49315068493150677,0.3517786561264822,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.18509895227008155,0.5205479452054795,0.3636363636363636,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2980209545983702,0.3561643835616438,0.37549407114624506,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.15308498253783476,0.5753424657534247,0.38339920948616596,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.23050058207217705,0.4246575342465753,0.3913043478260869,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.25087310826542497,0.410958904109589,0.3992094861660079,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.31373690337601867,0.3424657534246575,0.40711462450592883,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17403958090803262,0.5068493150684932,0.41897233201581024,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.15424912689173464,0.5616438356164384,0.4268774703557312,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2270081490104774,0.5205479452054795,0.43478260869565216,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.08265424912689179,0.6438356164383561,0.4426877470355731,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22002328288707806,0.547945205479452,0.450592885375494,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.32537834691501744,0.3561643835616438,0.458498023715415,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22817229336437728,0.3972602739726027,0.46640316205533594,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.09371362048894072,0.7808219178082192,0.4743083003952569,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14260768335273577,0.5890410958904109,0.48221343873517786,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.24388824214202565,0.4794520547945205,0.49011857707509876,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22759022118742733,0.4246575342465753,0.4980237154150197,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17753201396973228,0.5205479452054795,0.5059288537549407,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.3311990686845169,0.3287671232876712,0.5138339920948616,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1589057043073342,0.547945205479452,0.5217391304347826,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1525029103608848,0.6301369863013699,0.533596837944664,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.11699650756693836,0.6849315068493151,0.5454545454545454,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.31606519208381845,0.3424657534246575,0.5533596837944663,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.14668218859138538,0.5753424657534247,0.5652173913043478,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.07508731082654252,0.7123287671232876,0.5849802371541502,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.16356228172293374,0.6301369863013699,0.592885375494071,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.05820721769499426,0.7123287671232876,0.6126482213438734,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.19965075669383003,0.4520547945205479,0.6205533596837944,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.21885913853317818,0.4383561643835616,0.6284584980237153,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.35506402793946445,0.3424657534246575,0.6363636363636364,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.1391152502910361,0.6438356164383561,0.6482213438735177,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.12980209545983712,0.5342465753424657,0.6679841897233201,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20081490104772992,0.410958904109589,0.6798418972332015,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.25844004656577424,0.4520547945205479,0.6877470355731224,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2019790454016298,0.5068493150684932,0.7075098814229248,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1228172293364378,0.6164383561643836,0.7154150197628458,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17753201396973228,0.49315068493150677,0.7272727272727272,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14784633294528526,0.5342465753424657,0.7351778656126482,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.17171129220023285,0.4657534246575343,0.7430830039525691,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.24214202561117582,0.5205479452054795,0.7549407114624506,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.3969732246798604,0.3287671232876712,0.7667984189723319,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20954598370197908,0.4520547945205479,0.7747035573122529,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.47671711292200236,0.2191780821917808,0.7826086956521738,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.19033760186263105,0.5890410958904109,0.8023715415019762,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.180442374854482,0.547945205479452,0.8142292490118577,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.19266589057043082,0.5068493150684932,0.83399209486166,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1763678696158324,0.6027397260273972,0.8458498023715414,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.06635622817229336,0.7808219178082192,0.8537549407114624,1,0,0,0,1,0
0,1,0,0.3333333333333286,0.375,0.14202561117578583,0.6712328767123288,0.8616600790513833,1,0,0,0,1,0
0,1,0,0.3333333333333286,0.375,0.2433061699650757,0.4383561643835616,0.0,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.17462165308498256,0.547945205479452,0.007905138339920948,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.15832363213038425,0.547945205479452,0.01976284584980237,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.3288707799767171,0.3150684931506849,0.03162055335968379,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.25844004656577424,0.3972602739726027,0.03952569169960474,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.16880093131548313,0.5342465753424657,0.05928853754940711,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.15424912689173464,0.8082191780821917,0.07905138339920947,1,0,0,1,0,0
0,1,0,0.3333333333333286,0.375,0.08731082654249134,0.7671232876712328,0.08695652173913043,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.25727590221187435,0.4383561643835616,0.09486166007905138,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1711292200232829,0.6438356164383561,0.1067193675889328,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.440046565774156,0.2328767123287671,0.11462450592885375,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.24621653084982542,0.410958904109589,0.12648221343873517,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.08032596041909201,0.7534246575342465,0.13833992094861658,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.12456344586728763,0.547945205479452,0.14624505928853754,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2619324796274739,0.4246575342465753,0.1541501976284585,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.4772991850989524,0.2465753424657534,0.16205533596837943,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.15599534342258448,0.6438356164383561,0.16996047430830039,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.07916181606519213,0.6301369863013699,0.17786561264822134,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17869615832363217,0.6301369863013699,0.18577075098814227,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.38183934807916187,0.2876712328767123,0.19367588932806323,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.10128055878928988,0.6164383561643836,0.2134387351778656,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1845168800931316,0.5068493150684932,0.225296442687747,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.29045401629802103,0.3698630136986301,0.23320158102766797,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1618160651920839,0.4794520547945205,0.24110671936758893,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.0774155995343423,0.726027397260274,0.24901185770750986,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1228172293364378,0.547945205479452,0.2569169960474308,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2549476135040746,0.410958904109589,0.26482213438735175,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.21594877764842846,0.547945205479452,0.2727272727272727,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17986030267753206,0.6301369863013699,0.2845849802371541,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2898719441210711,0.4246575342465753,0.2924901185770751,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.13387660069848661,0.6575342465753424,0.30039525691699603,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.2968568102444704,0.4246575342465753,0.3201581027667984,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.878928987194412,0.0958904109589041,0.33992094861660077,1,0,0,1,0,0
0,1,0,0.3333333333333286,0.375,0.1658905704307334,0.5342465753424657,0.3517786561264822,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.1536670547147847,0.6301369863013699,0.35968379446640314,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.20896391152502913,0.5068493150684932,0.3794466403162055,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2444703143189756,0.4383561643835616,0.3913043478260869,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.15424912689173464,0.6027397260273972,0.3992094861660079,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2566938300349244,0.4383561643835616,0.40711462450592883,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.23690337601862632,0.5205479452054795,0.4150197628458498,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.2724097788125728,0.4383561643835616,0.4229249011857707,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.18742724097788133,0.4657534246575343,0.43478260869565216,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.33352735739231665,0.3972602739726027,0.4426877470355731,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.10244470314318976,0.6849315068493151,0.450592885375494,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2566938300349244,0.4383561643835616,0.4624505928853755,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.14726426076833532,0.7808219178082192,0.4703557312252964,1,0,0,1,0,0
0,1,0,0.3333333333333286,0.375,0.24621653084982542,0.4520547945205479,0.48221343873517786,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.17986030267753206,0.5616438356164384,0.49011857707509876,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20663562281722936,0.4520547945205479,0.4980237154150197,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.23690337601862632,0.410958904109589,0.5059288537549407,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.10244470314318976,0.6712328767123288,0.5138339920948616,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1268917345750874,0.5616438356164384,0.533596837944664,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.24505238649592553,0.4657534246575343,0.541501976284585,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22118742724097795,0.5068493150684932,0.5533596837944663,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.19266589057043082,0.4794520547945205,0.5612648221343873,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2887077997671712,0.3835616438356164,0.5691699604743082,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16239813736903386,0.4794520547945205,0.5770750988142292,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1548311990686846,0.5890410958904109,0.5849802371541502,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1443538998835856,0.6712328767123288,0.5968379446640316,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.3835855646100116,0.2876712328767123,0.6047430830039525,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.07916181606519213,0.5753424657534247,0.6245059288537549,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.23341094295692666,0.4246575342465753,0.6324110671936758,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.24214202561117582,0.3561643835616438,0.6403162055335968,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.11292200232828875,0.6849315068493151,0.6482213438735177,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.09371362048894072,0.6301369863013699,0.6561264822134387,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.21594877764842846,0.4520547945205479,0.6640316205533596,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.26833527357392317,0.4657534246575343,0.6719367588932806,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.21536670547147851,0.3972602739726027,0.683794466403162,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2339930151338766,0.4246575342465753,0.691699604743083,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.13969732246798605,0.547945205479452,0.6996047430830039,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14901047729918515,0.6027397260273972,0.7075098814229248,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.20023282887077998,0.4246575342465753,0.7154150197628458,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.180442374854482,0.5342465753424657,0.7233201581027667,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.2980209545983702,0.410958904109589,0.7312252964426877,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.19033760186263105,0.4794520547945205,0.7430830039525691,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.22351571594877773,0.4520547945205479,0.7509881422924901,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.375,0.130966239813737,0.6438356164383561,0.7628458498023715,0,0,0,0,0,0
